[run number],reproducable?,rnd-seed,which-map,land-use-change-decision,sim-time,price_scenario,price-fluctuation-percent,historical_smoothing,LUT-0-folder,LUT-0-price,LUT-0-price-mu,LUT-0-price-sd,LUT-1-folder,LUT-1-price,LUT-1-price-mu,LUT-1-price-sd,consumption-on?,consumption_base,consumption_frac_cash,consumption_frac_wealth,heterogeneous-hhs?,learning-spillover?,setup-hh-network,hh-nw-param1,hh-nw-param2,spillover-share,h_debt_years_max_bankrupt,landmarket?,buyer_pool_n,immigrant_probability,land_price_increase,immigrant-xp-bonus,immigrant-wealth-factor,initial-wealth-distribution,init-wealth-correction-factor,wealth-log-mean,wealth-log-sd,wealth-constant,min-wealth,time-horizon,discount-rate,land_price,external_income,rent_rate_capital_lend,rent_rate_capital_borrow,rent_rate_land,hh_age_alpha,hh_age_lambda,hh_age_min,hh_age_max,age_generation,takeover_prob,ecol_biodiv_interval,biodiv_birds,biodiv_plants,biodiv_invest_objective,allow-fallow?,go-once-profiler?,SHOW-OUTPUT?,write-maps?,write-hh-data-to-file?,export-view?,show-homebases?,show-roads?,idrunnum,[step],lut0.carbon,lut1.carbon,lut0.price,lut1.price,lut0.fraction,lut1.fraction,lut0.yield.sum,lut1.yield.sum,lut0.yield.mean,lut1.yield.mean,hh.count,hh.count.immigrant,hh.area.sum,hh.area.mean,hh.consumption.sum,hh.consumption.mean,p.sar,p.tinput.sum,p.tinput.mean,p.capitalstock.sum,p.capitalstock.mean,area_under_agriculture,siminputrow
1,FALSE,3478436,hundred-farmers3,only-one-field-per-year,50,constant_prices,10,0,oilpalm,90,1.9,1.9,rubber,1100,11,11,TRUE,1000,0.1,0.05,FALSE,FALSE,hh-nw-kernel-distance,10,50,1,5,FALSE,20,0.5,0.05,[0 0],1,log-normal,10,7,1,10000,30,10,0.1,750,500,0.1,0.1,0.1,14.24,0.31,18,80,40,0.5,1,none,none,general,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,C0_withoutLandmarket_-1312779815_1,20,77.64078439614605,13665.887494069715,90,1100,0.0037359900373599,0.99626400996264,48.3,1475.589,0.537,16.395,90,0,1568,17.422,9983.694502809503,9983.694502809503,0,44838.92259414225,4.483892259414225,234123.5820725408,23.41235820725408,401.5,1
1,FALSE,3478436,hundred-farmers3,only-one-field-per-year,50,constant_prices,10,0,oilpalm,90,1.9,1.9,rubber,1100,11,11,TRUE,1000,0.1,0.05,FALSE,FALSE,hh-nw-kernel-distance,10,50,1,5,FALSE,20,0.5,0.05,[0 0],1,log-normal,10,7,1,10000,30,10,0.1,750,500,0.1,0.1,0.1,14.24,0.31,18,80,40,0.5,1,none,none,general,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,C0_withoutLandmarket_-1312779815_1,21,26.41393125,13931.642940016463,90,1100,0.0012453300124533,0.9987546699875468,15.8,1505.599,0.176,16.729,90,0,1568,17.422,10212.470483335252,10212.470483335252,0,44998.92259414224,4.499892259414224,239036.74763152984,23.903674763152985,401.5,1
1,FALSE,3478436,hundred-farmers3,only-one-field-per-year,50,constant_prices,10,0,oilpalm,90,1.9,1.9,rubber,1100,11,11,TRUE,1000,0.1,0.05,FALSE,FALSE,hh-nw-kernel-distance,10,50,1,5,FALSE,20,0.5,0.05,[0 0],1,log-normal,10,7,1,10000,30,10,0.1,750,500,0.1,0.1,0.1,14.24,0.31,18,80,40,0.5,1,none,none,general,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,C0_withoutLandmarket_-1312779815_1,22,26.93703017488965,14073.112037449013,90,1100,0.0012453300124533,0.9987546699875468,15.5,1570.852,0.174,17.65,89,0,1566,17.596,10584.580049744362,10584.580049744362,0,47211.422594142256,4.721142259414226,242537.43020818295,24.253743020818295,401.5,1
1,FALSE,3478436,hundred-farmers3,only-one-field-per-year,50,constant_prices,10,0,oilpalm,90,1.9,1.9,rubber,1100,11,11,TRUE,1000,0.1,0.05,FALSE,FALSE,hh-nw-kernel-distance,10,50,1,5,FALSE,20,0.5,0.05,[0 0],1,log-normal,10,7,1,10000,30,10,0.1,750,500,0.1,0.1,0.1,14.24,0.31,18,80,40,0.5,1,none,none,general,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,C0_withoutLandmarket_-1312779815_1,23,27.45016257157878,14427.649443605716,90,1100,0.0012453300124533,0.9987546699875468,15.2,1637.925,0.171,18.404,89,0,1566,17.596,10871.27570242046,10871.27570242046,0,49461.42259414224,4.946142259414224,246354.49865357848,24.635449865357845,401.5,1
1,FALSE,3478436,hundred-farmers3,only-one-field-per-year,50,constant_prices,10,0,oilpalm,90,1.9,1.9,rubber,1100,11,11,TRUE,1000,0.1,0.05,FALSE,FALSE,hh-nw-kernel-distance,10,50,1,5,FALSE,20,0.5,0.05,[0 0],1,log-normal,10,7,1,10000,30,10,0.1,750,500,0.1,0.1,0.1,14.24,0.31,18,80,40,0.5,1,none,none,general,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,C0_withoutLandmarket_-1312779815_1,24,0,14928.315588464167,90,1100,0,1,0,1699.204,0,19.092,89,0,1566,17.596,11170.030975058153,11170.030975058153,0,51116.42259414223,5.111642259414222,249187.6732012054,24.91876732012054,401.5,1
1,FALSE,3478436,hundred-farmers3,only-one-field-per-year,50,constant_prices,10,0,oilpalm,90,1.9,1.9,rubber,1100,11,11,TRUE,1000,0.1,0.05,FALSE,FALSE,hh-nw-kernel-distance,10,50,1,5,FALSE,20,0.5,0.05,[0 0],1,log-normal,10,7,1,10000,30,10,0.1,750,500,0.1,0.1,0.1,14.24,0.31,18,80,40,0.5,1,none,none,general,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,C0_withoutLandmarket_-1312779815_1,25,0,15148.37531606087,90,1100,0,1,0,1735.742,0,19.503,89,0,1566,17.596,11460.7050466989,11460.7050466989,0,52053.92259414225,5.205392259414225,249539.28850967175,24.953928850967177,401.5,1
1,FALSE,3478436,hundred-farmers3,only-one-field-per-year,50,constant_prices,10,0,oilpalm,90,1.9,1.9,rubber,1100,11,11,TRUE,1000,0.1,0.05,FALSE,FALSE,hh-nw-kernel-distance,10,50,1,5,FALSE,20,0.5,0.05,[0 0],1,log-normal,10,7,1,10000,30,10,0.1,750,500,0.1,0.1,0.1,14.24,0.31,18,80,40,0.5,1,none,none,general,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,C0_withoutLandmarket_-1312779815_1,26,0,15692.892772312873,90,1100,0,1,0,1786.512,0,20.073,89,0,1566,17.596,11769.723404541128,11769.723404541128,0,53628.92259414224,5.362892259414224,251062.6005718042,25.10626005718042,401.5,1
1,FALSE,3478436,hundred-farmers3,only-one-field-per-year,50,constant_prices,10,0,oilpalm,90,1.9,1.9,rubber,1100,11,11,TRUE,1000,0.1,0.05,FALSE,FALSE,hh-nw-kernel-distance,10,50,1,5,FALSE,20,0.5,0.05,[0 0],1,log-normal,10,7,1,10000,30,10,0.1,750,500,0.1,0.1,0.1,14.24,0.31,18,80,40,0.5,1,none,none,general,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,C0_withoutLandmarket_-1312779815_1,27,0,16223.3353931397,90,1100,0,1,0,1805.191,0,20.283,89,0,1566,17.596,12059.211338929696,12059.211338929696,0,53966.42259414226,5.396642259414226,251793.8646936213,25.179386469362125,401.5,1
1,FALSE,3478436,hundred-farmers3,only-one-field-per-year,50,constant_prices,10,0,oilpalm,90,1.9,1.9,rubber,1100,11,11,TRUE,1000,0.1,0.05,FALSE,FALSE,hh-nw-kernel-distance,10,50,1,5,FALSE,20,0.5,0.05,[0 0],1,log-normal,10,7,1,10000,30,10,0.1,750,500,0.1,0.1,0.1,14.24,0.31,18,80,40,0.5,1,none,none,general,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,C0_withoutLandmarket_-1312779815_1,28,0,16823.232042635955,90,1100,0,1,0,1831.193,0,20.575,89,0,1566,17.596,12350.320120555343,12350.320120555343,0,54716.42259414223,5.471642259414223,253124.68966440824,25.312468966440825,401.5,1
1,FALSE,3478436,hundred-farmers3,only-one-field-per-year,50,constant_prices,10,0,oilpalm,90,1.9,1.9,rubber,1100,11,11,TRUE,1000,0.1,0.05,FALSE,FALSE,hh-nw-kernel-distance,10,50,1,5,FALSE,20,0.5,0.05,[0 0],1,log-normal,10,7,1,10000,30,10,0.1,750,500,0.1,0.1,0.1,14.24,0.31,18,80,40,0.5,1,none,none,general,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,C0_withoutLandmarket_-1312779815_1,29,0,17313.47485108863,90,1100,0,1,0,1838.199,0,20.654,89,0,1566,17.596,12622.10071564528,12622.10071564528,0,54791.42259414224,5.479142259414224,253702.573975008,25.370257397500797,401.5,1
